stasiun_id,net,kode_stasiun,lintang,bujur,elevasi,lokasi,provinsi,provinsi_id,upt_penanggung_jawab,upt_id,status,tahun_instalasi,jaringan,jaringan_id,prioritas,keterangan,accelerometer,digitizer_komunikasi,tipe_shelter,lokasi_shelter,penjaga_shelter,kondisi_shelter,assets_shelter,access_shelter,photo_shelter,penggantian_terakhir_alat,updated_at,quality_percentage,result,site_quality,summary_kualitas,persentase_kualitas
450,"IA","TOLI2","1.1111900","120.7817400",51,"GEOFON Station Tolitoli, Sulawesi, Indonesia","Sulawesi Tengah",7,"Stageof-Palu",7,"aktif",2008,"GFZ",11,"P1",,"not_installed","Kinemetrics-Q330-2011-Idirect","surface","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:30.000Z",96.38,"Baik","Fair","Baik","96.4%"
451,"IA","TOTSI","-1.1529200","121.2841600",24,"Tojo, Tojo Una-Una, Sulawesi Tengah","Sulawesi Tengah",7,"Stageof-Palu",7,"aktif",2023,"IDRIP83",6,"P1",,"installed","Quantera-Q8-2023-Idirect",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:30.000Z",0,"Mati","Very Good","Mati","0.0%"
452,"IA","TPCI","0.4674670","121.0992860",13,"Station Type A, Taopa,Parigi Moutong,Sulawesi Tengah","Sulawesi Tengah",7,"Stageof-Palu",7,"aktif",2019,"INA Type-A",5,"P1",,"installed","Nanometrics-Centaur-2019-GSM","posthole","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:30.000Z",90.09,"Baik","Fair","Baik","90.1%"
453,"IA","TPI","-2.7563300","107.6534500",25,"Station Tanjung Pandang, Belitung, Indonesia","Bangka Belitung",33,"Stageof-Tangerang",22,"aktif",2006,"REIS",8,"P2",,"installed","Meisei-G1019-2018-GSM","surface","outside_BMKG_office","ada","baik",,,,,"2026-03-03T02:26:35.000Z",98.47,"Baik","Fair","Baik","98.5%"
454,"IA","TPRI","0.9193000","104.5208000",41.46,"Station Tanjung Pinang, Sumatra","Kepulauan Riau",34,"Stageof-Deli-Serdang",27,"aktif",2006,"LIBRA",2,"P2",,"installed","Nanometrics-Centaur-2019-GSM","surface","inside_BMKG_office","tidak_ada","baik",,,,,"2026-07-06T04:00:31.000Z",1,"Buruk","Poor","Buruk","1.0%"
455,"IA","TPSI","4.9231590","96.0170230",54,"Station Type A, Tangse,Pidie,Aceh","Aceh",9,"Stageof-Aceh-Besar",19,"aktif",2019,"INA Type-A",5,"P2",,"installed","Nanometrics-Centaur-2019-GSM","posthole","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:31.000Z",94.95,"Baik","Very Good","Baik","95.0%"
456,"IA","TPTI","3.2618000","97.1774000",2.8,"Station Tapaktuan China","Aceh",9,"Stageof-Aceh-Selatan",13,"aktif",2008,"China",3,"P2",,"not_installed","Rsensor-NDAS-8426-2024-VSAT-M2M",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:31.000Z",0,"Mati","Good","Mati","0.0%"
457,"IA","TRIYO","-2.0601000","99.5830000",88,"Station Type MR, Sipora Selatan, Kep. Mentawai","Sumatera Barat",14,"Stageof-Padang-Panjang",20,"aktif",2020,"MR2020",1,"P1",,"installed","Kinemetrics-Q330S+2020-VSAT-M2M",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:31.000Z",99.09,"Baik","Good","Baik","99.1%"
458,"IA","TRPI","-6.0989000","140.3000000",99,"Tanah Merah, Papua","Papua Selatan",23,"Stageof-Jayapura",8,"aktif",2019,"LIBRA",2,"P1",,"installed","Nanometrics-Centaur6-2020-GSM",,"outside_BMKG_office","tidak_ada","baik",,,,,"2026-07-06T04:00:31.000Z",92.94,"Baik","Poor","Baik","92.9%"
459,"IA","TSI","3.5012000","98.5645000",89.27,"Station Tuntungan, Indonesia","Sumatera Utara",25,"Stageof-Deli-Serdang",27,"aktif",2005,"LIBRA",2,"P1",,"not_installed","Nanometrics-Centaur-2021-Idirect","surface","outside_BMKG_office","tidak_ada","baik",,,,,"2026-07-06T04:00:31.000Z",1,"Buruk","Poor","Buruk","1.0%"
460,"IA","TSJM","-6.7319000","107.8109000",420,"Type MR, Tanjungsiang,Subang,Jawa Barat","Jawa Barat",5,"Stageof-Bandung",5,"aktif",2019,"INA Minireg",4,"P1",,"installed","Nanometrics-Centaur-2019-GSM","posthole","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:31.000Z",79.76,"Cukup Baik","Poor","Cukup Baik","79.8%"
461,"IA","TSNI","-8.7151000","118.2500000",140,"Tarano, Nusa Tenggara Barat, Indonesia","Nusa Tenggara Barat",20,"Stageof-Mataram",25,"aktif",2021,"BB2021",13,"P2",,"installed","Guralp-Minimus+2021-Idirect","posthole","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:31.000Z",44.47,"Buruk","Good","Buruk","44.5%"
462,"IA","TSPI","-1.4733000","132.0898000",62,"Station Type A, Teminabuan,Sorong Selatan,Papua Barat","Papua Barat",6,"Stageof-Sorong",6,"aktif",2019,"INA Type-A",5,"P1",,"installed","Nanometrics-Centaur-2019-Libra","posthole","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:31.000Z",89.48,"Cukup Baik","Very Good","Cukup Baik","89.5%"
463,"IA","TTPSI","-4.8183880","119.7617190",365,"Station Type A, Tondong Talasa, Pangkep, Sulawesi","Sulawesi Selatan",10,"Stageof-Gowa",15,"aktif",2022,"ALOPTAMA 2022",12,"P1",,"installed","Nanometrics-Centaur-2022-Idirect",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:31.000Z",90.26,"Baik","Good","Baik","90.3%"
464,"IA","TTSI","-3.0451000","119.8190000",950.4,"Station Tana Toraja, Sulawesi","Sulawesi Selatan",10,"Stageof-Gowa",15,"aktif",2007,"LIBRA",2,"P1",,"installed","Nanometrics-Centaur6-2020-GSM","surface","outside_BMKG_office","tidak_ada","baik",,,,,"2026-07-06T04:00:31.000Z",1,"Buruk","Very Good","Buruk","1.0%"
465,"IA","TTSM","1.0856000","99.4108000",173,"Type MR, Tano Tombangan Angkola,Tapanuli Selatan,Sumatera Utara","Sumatera Utara",25,"Stageof-Gunung-Sitoli",30,"aktif",2019,"INA Minireg",4,"P1",,"installed","Nanometrics-Centaur-2019-Libra",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:31.000Z",95.01,"Baik","Very Good","Baik","95.0%"
466,"IA","TTSMI","-2.8640000","128.7270000",11,"Taniwel Timur, Seram Bagian Barat, Maluku","Maluku",2,"Stageof-Ambon",2,"aktif",2023,"IDRIP83",6,"P1",,"installed","Quantera-Q8-2023-Idirect",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:31.000Z",90.58,"Baik","Fair","Baik","90.6%"
467,"IA","TUJI","-8.4018000","113.7322000",79,"Station Type B Tumpakrejo,Jember,Jawa Timur","Jawa Timur",3,"Stageof-Malang",28,"aktif",2019,"INA Type-B",7,"P2",,"installed","Kinemetrics-Q330S+2019-GSM",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:31.000Z",45.97,"Buruk","Poor","Buruk","46.0%"
468,"IA","UGM","-7.9125000","110.5231000",350,"GEOFON Station Wanagama, Indonesia","Yogyakarta",24,"Stageof-Sleman",29,"aktif",2008,"GFZ",11,"P2",,"installed","Kinemetrics-Q330-2006-GSM","surface","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:31.000Z",99.1,"Baik","Good","Baik","99.1%"
469,"IA","UKCM","-3.8570000","122.0431000",122,"Station Type MR, Unaaha, Sulawesi Tenggara","Sulawesi Tenggara",11,"Stageof-Kendari",16,"aktif",2020,"MR2020",1,"P2",,"installed","Kinemetrics-Q330S+2020-GSM",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:31.000Z",88.88,"Cukup Baik","Poor","Cukup Baik","88.9%"
470,"IA","ULMSI","-3.0522550","118.8745570",476.7,"Ulumanda, Majene, Sulawesi Barat","Sulawesi Barat",31,"Stageof-Gowa",15,"aktif",2023,"ALOPTAMA 2023",9,"P2",,"installed","Guralp-Minimus+2023-Idirect",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:31.000Z",90.59,"Baik","Good","Baik","90.6%"
471,"IA","ULSM","-3.7588000","102.7941000",284,"Type MR, Ulu Musi,Empat Lawang,Sumatera Selatan","Sumatera Selatan",17,"Stageof-Lampung-Utara",24,"aktif",2019,"INA Minireg",4,"P2",,"installed","Nanometrics-Centaur-2019-GSM",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:31.000Z",90.68,"Baik","Good","Baik","90.7%"
472,"IA","UMKSI","-3.5900000","102.5480000",709,"Ujan Mas, Kepahiang, Bengkulu","Bengkulu",4,"Stageof-Kepahiang",4,"aktif",2023,"IDRIP83",6,"P1",,"installed","Quantera-Q8-2023-Idirect",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:31.000Z",93.79,"Baik","Good","Baik","93.8%"
473,"IA","UMSSI","-9.8970000","120.6610000",50,"Umalulu, Sumba Timur, Nusa Tenggara Timur","Nusa Tenggara Timur",1,"Stageof-Kupang",10,"aktif",2023,"IDRIP83",6,"P1",,"installed","Quantera-Q8-2023-Idirect",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:31.000Z",95.79,"Baik","Good","Baik","95.8%"
474,"IA","USFM","-8.4119800","117.1411100",85,"Station Type MR, Utan, Nusa Tenggara Barat","Nusa Tenggara Barat",20,"Stageof-Mataram",25,"aktif",2020,"MR2020",1,"P2",,"installed","Kinemetrics-Q330S+2020-VSAT-M2M","posthole","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:32.000Z",97.24,"Baik","Good","Baik","97.2%"
475,"IA","USTI","-9.6543000","119.7878000",449,"Station Type A, Umbu Ratu Nggay,Sumba Tengah,Nusa","Nusa Tenggara Timur",1,"Stageof-Sumba-Timur",14,"aktif",2019,"INA Type-A",5,"P2",,"installed","Nanometrics-Centaur-2019-GSM","posthole","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:32.000Z",96.91,"Baik","Very Good","Baik","96.9%"
476,"IA","UTSI","-5.3125700","104.5509500",882,"Station Type B Ulu Belu,Tanggamus,Lampung","Lampung",29,"Stageof-Lampung-Utara",24,"aktif",2019,"INA Type-B",7,"P1",,"installed","Kinemetrics-Q330S+2019-GSM",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:32.000Z",95.98,"Baik","Good","Baik","96.0%"
477,"IA","UTSM","-4.0833900","102.7284900",113,"Type MR, Ulu Talo,Seluma,Bengkulu","Bengkulu",4,"Stageof-Kepahiang",4,"aktif",2019,"INA Minireg",4,"P2",,"installed","Nanometrics-Centaur-2019-Idirect",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:32.000Z",1,"Buruk","Fair","Buruk","1.0%"
478,"IA","UTUSI","-0.4273640","121.8605610",76,"Station Type A, Una-Una, Tojo Una-Una, Sulawesi","Sulawesi Tengah",7,"Stageof-Palu",7,"aktif",2022,"ALOPTAMA 2022",12,"P1",,"installed","Nanometrics-Centaur-2022-Idirect",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:32.000Z",99.71,"Baik","Good","Baik","99.7%"
479,"IA","UWJI","-6.4191000","110.9474000",61.52,"Station Ujung Watu, Java","Jawa Tengah",18,"Stageof-Banjarnegara",23,"aktif",2006,"LIBRA",2,"P2","","installed","Nanometrics-Centaur6-2020-VSAT-M2M","surface","outside_BMKG_office","ada","baik","","","",,"2026-07-06T04:00:32.000Z",85.83,"Cukup Baik","Good","Cukup Baik","85.8%"
480,"IA","UWNPI","-3.4790000","135.5870000",117,"Uwapa, Nabire, Papua","Papua",8,"Stageof-Jayapura",8,"aktif",2023,"IDRIP83",6,"P1",,"installed","Quantera-Q8-2023-Idirect",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:32.000Z",99.17,"Baik","Good","Baik","99.2%"
481,"IA","WAMI","-4.0959300","138.9500400",1673,"Station Wamena, Irian Jaya","Papua",8,"Stageof-Jayapura",8,"aktif",2008,"REIS",8,"P1",,"installed","Meisei-G1019-2018-Idirect","surface","outside_BMKG_office","tidak_ada","baik",,,,,"2026-07-06T04:00:32.000Z",51.7,"Buruk","Fair","Buruk","51.7%"
482,"IA","WANPI","-3.4210000","135.3760000",12,"Wanggar, Nabire, Papua","Papua",8,"Stageof-Jayapura",8,"aktif",2023,"IDRIP83",6,"P1",,"installed","Quantera-Q8-2023-Idirect",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:32.000Z",45.25,"Buruk","Good","Buruk","45.3%"
483,"IA","WBMI","0.3393000","127.8708000",25,"Station Type A, Weda Barat,Halmahera Tengah,Maluku Utara","Maluku Utara",13,"Stageof-Ternate",18,"aktif",2019,"INA Type-A",5,"P2",,"installed","Nanometrics-Centaur6-2019-GSM","posthole","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:32.000Z",94.44,"Baik","Good","Baik","94.4%"
484,"IA","WBNI","-8.3044000","118.9137000",61,"Wera, Bima, Nusa Tenggara Barat, Indonesia","Nusa Tenggara Barat",20,"Stageof-Mataram",25,"aktif",2021,"BB2021",13,"P1",,"installed","Guralp-Minimus+2021-GSM","posthole","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:32.000Z",91.07,"Baik","Fair","Baik","91.1%"
485,"IA","WBSI","-9.6411000","119.3911000",456.67,"Station Waikabubak, Sumba, Indonesia (BMKG)","Nusa Tenggara Timur",1,"Stageof-Sumba-Timur",14,"aktif",2008,"LIBRA",2,"P2",,"installed","Guralp-Minimus+2026-Idirect",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:32.000Z",98.64,"Baik","Very Good","Baik","98.6%"
486,"IA","WEFM","-8.6069517","121.7178533",114,"Station Type MR, Wewaria, Ende, NTT","Nusa Tenggara Timur",1,"Stageof-Kupang",10,"aktif",2020,"MR2020",1,"P2",,"installed","Kinemetrics-Q330S+2020-GSM",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:32.000Z",0,"Mati","Very Good","Mati","0.0%"
487,"IA","WFTFM","-8.5247000","122.7100000",354,"Staation Type MR, Wulanggitang, Flores Timur, NTT","Nusa Tenggara Timur",1,"Stageof-Kupang",10,"aktif",2020,"MR2020",1,"P2",,"installed","Kinemetrics-Q330S+2020-GSM",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:32.000Z",96.02,"Baik","Good","Baik","96.0%"
488,"IA","WGJM","-7.3833000","112.5098000",35,"Type MR, Wringianom,Gresik,Jawa Timur","Jawa Timur",3,"Stageof-Pasuruan",3,"aktif",2019,"INA Minireg",4,"P1",,"installed","Nanometrics-Centaur-2019-GSM","posthole","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:32.000Z",83.67,"Cukup Baik","Fair","Cukup Baik","83.7%"
489,"IA","WHMI","1.0825000","128.1320000",41,"Station Type A, Wasile,Halmahera Timur,Maluku Utara","Maluku Utara",13,"Stageof-Ternate",18,"aktif",2019,"INA Type-A",5,"P2",,"installed","Nanometrics-Centaur-2019-GSM","posthole","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:32.000Z",1,"Buruk","Poor","Buruk","1.0%"
490,"IA","WKCM","-3.8259000","121.2993000",116,"Station Type MR, Wolo, Sulawesi Tenggara","Sulawesi Tenggara",11,"Stageof-Kendari",16,"aktif",2020,"MR2020",1,"P1",,"installed","Kinemetrics-Q330S+2020-GSM",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:32.000Z",97.66,"Baik","Good","Baik","97.7%"
491,"IA","WLFM","-8.5311000","123.4499000",80,"Station Type MR, Wulandoni, Lembata, NTT","Nusa Tenggara Timur",1,"Stageof-Kupang",10,"aktif",2020,"MR2020",1,"P2",,"installed","Kinemetrics-Q330S+2020-GSM",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:33.000Z",97.06,"Baik","Very Good","Baik","97.1%"
492,"IA","WLJI","-6.8310983","105.8909467",46,"Station Type B Wonosalam,Lebak,Banten","Banten",21,"Stageof-Tangerang",22,"aktif",2019,"INA Type-B",7,"P1",,"installed","Kinemetrics-Q330S+2019-GSM",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:33.000Z",58.28,"Buruk","Poor","Buruk","58.3%"
493,"IA","WLTFM","-8.5181800","116.5407000",533,"Station Type MR, Wanasaba, Nusa Tenggara Barat","Nusa Tenggara Barat",20,"Stageof-Mataram",25,"aktif",2020,"MR2020",1,"P2",,"installed","Kinemetrics-Q330S+2020-GSM",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:33.000Z",98.44,"Baik","Good","Baik","98.4%"
494,"IA","WMCM","-2.2162000","121.6220000",7,"Type MR, Wita Ponda,Morowali,Sulawesi Tengah","Sulawesi Tengah",7,"Stageof-Palu",7,"aktif",2019,"INA Minireg",4,"P1",,"installed","Nanometrics-Centaur-2019-Libra",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:33.000Z",76.31,"Cukup Baik","Poor","Cukup Baik","76.3%"
495,"IA","WOJI","-7.8372000","110.9236000",183.62,"Station Wonogiri, Java, Indonesia (BMKG)","Jawa Tengah",18,"Stageof-Banjarnegara",23,"aktif",2008,"LIBRA",2,"P1",,"installed","Nanometrics-Centaur-2023-GSM","surface","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:33.000Z",94.92,"Baik","Good","Baik","94.9%"
496,"IA","WRJI","-7.8112900","113.7456500",491,"Station Type B Curahdami,Bondowoso,Jawa Timur","Jawa Timur",3,"Stageof-Malang",28,"aktif",2019,"INA Type-B",7,"P2",,"installed","Kinemetrics-Q330S+2019-GSM",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:33.000Z",91.78,"Baik","Good","Baik","91.8%"
497,"IA","WSHHI","0.7640000","127.8130000",24,"Wasile Selatan, Halmahera Timur, Maluku Utara","Maluku Utara",13,"Stageof-Ternate",18,"aktif",2023,"IDRIP83",6,"P1",,"installed","Quantera-Q8-2023-Idirect",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:33.000Z",99.72,"Baik","Fair","Baik","99.7%"
498,"IA","WSI","-9.6689000","120.2976660",48,"Station Waingapu, JISNET Indonesia","Nusa Tenggara Timur",1,"Stageof-Sumba-Timur",14,"aktif",2005,"REIS",8,"P2",,"installed","Meisei-G1019-2006-VSAT-M2M","surface","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:33.000Z",94.02,"Baik","Good","Baik","94.0%"
499,"IA","WSJM","-6.9747200","106.7247000",310,"Type MR, Warungkiara,Sukabumi,Jawa Barat","Jawa Barat",5,"Stageof-Sukabumi",26,"aktif",2019,"INA Minireg",4,"P2",,"installed","Nanometrics-Centaur-2019-GSM",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:33.000Z",89.63,"Cukup Baik","Fair","Cukup Baik","89.6%"
500,"IA","WSTMM","-3.4530180","129.9950000",18,"Station Type MR, Werinama, Maluku","Maluku",2,"Stageof-Ambon",2,"aktif",2020,"MR2020",1,"P2",,"installed","Kinemetrics-Q330S+2020-GSM",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:33.000Z",97.49,"Baik","-","Baik","97.5%"
501,"IA","WTKSI","-4.0300000","123.2200000",21,"Wawonii Timur Laut, Konawe Kepulauan, Sulawesi Tenggara","Sulawesi Tenggara",11,"Stageof-Kendari",16,"aktif",2023,"IDRIP83",6,"P2",,"installed","Quantera-Q8-2023-Idirect",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:33.000Z",99.83,"Baik","Fair","Baik","99.8%"
502,"IA","WUPCM","-3.0063000","120.1927000",94,"Station Type MR, Wara Utara, Sulawesi Selatan","Sulawesi Selatan",10,"Stageof-Gowa",15,"aktif",2020,"MR2020",1,"P2",,"installed","Kinemetrics-Q330S+2020-GSM",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:33.000Z",96.92,"Baik","Fair","Baik","96.9%"
503,"IA","WWCI","-5.2724000","123.5251000",26,"Station Type A, Wangi-wangi,Wakatobi,Sulawesi Tenggara","Sulawesi Tenggara",11,"Stageof-Kendari",16,"aktif",2019,"INA Type-A",5,"P2",,"installed","Nanometrics-Centaur-2019-GSM","surface","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:33.000Z",98.32,"Baik","Good","Baik","98.3%"
504,"IA","WWPI","-2.3130000","136.3773000",16,"Station Type A, Waropen Bawah,Waropen,Papua","Papua",8,"Stageof-Nabire",11,"aktif",2019,"INA Type-A",5,"P1",,"installed","Nanometrics-Centaur-2019-GSM","posthole","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:33.000Z",0,"Mati","Fair","Mati","0.0%"
505,"IA","YBYPI","-1.8310000","136.0630000",32,"Yapen Barat, Kepulauan Yapen, Papua","Papua",8,"Stageof-Jayapura",8,"aktif",2023,"IDRIP83",6,"P1",,"installed","Quantera-Q8-2023-Idirect",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:33.000Z",90.61,"Baik","Fair","Baik","90.6%"
506,"IA","YOGI","-7.8166000","110.2950000",176,"Station Yogyakarta China","Yogyakarta",24,"Stageof-Sleman",29,"aktif",2007,"China",3,"P1",,"not_installed","Nanometrics-Centaur-2024-GSM",,"outside_BMKG_office","tidak_ada","baik",,,,,"2026-07-06T04:00:33.000Z",99.85,"Baik","Good","Baik","99.8%"
507,"II","KAPI","-5.0142002","119.7517014",300,"Kappang, Sulawesi, Indonesia","Sulawesi Selatan",10,"Stageof-Gowa",15,"aktif",1999,"CTBTO",10,"P2",,"not_installed","Kinemetrics-Q330HR-2010-Internet-CTBTO",,"outside_BMKG_office","ada","baik",,,"/uploads/site_KAPI_1763780100024.jpeg,/uploads/site_KAPI_1763780131044.jpeg,/uploads/site_KAPI_1763780164837.jpeg",,"2026-02-14T14:44:40.000Z",1,"Buruk","-","Buruk","1.0%"
508,"IA","JMBI","-1.6764000","103.5760000",76.1,"Station Jambi China","Jambi",19,"Stageof-Kepahiang",4,"nonaktif",2006,"China",3,"P2",,"not_installed",,"surface","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:33.000Z",,"No Data","-","No Data","N/A"
509,"IA","STPI","-0.4683500","132.1256000",24,"Sausapor,Tambrauw,Papua Barat","Papua Barat",6,"Stageof-Sorong",6,"nonaktif",2019,"INA Type-A",5,"P2",,"installed",,"posthole","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:33.000Z",,"No Data","-","No Data","N/A"
510,"IA","BBKI","-3.4625000","114.8411000",109.88,"Station Banjar Baru, Kalimantan","Kalimantan Selatan",27,"Stageof-Balikpapan",21,"aktif",2006,"REPLACEMENT 2024",14,"P2",,"installed","Guralp-Minimus+2024-Idirect","surface","inside_BMKG_office","tidak_ada","baik",,,,,"2026-07-06T04:00:34.000Z",91.83,"Baik","Fair","Baik","91.8%"
511,"IA","BLSI","-5.3676000","105.2452000",146.79,"Station Bandar Lampung, Sumatra","Lampung",29,"Stageof-Lampung-Utara",24,"nonaktif",2007,"REPLACEMENT 2024",14,"P2",,"installed","Guralp-Minimus+2024-Idirect","surface","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:34.000Z",0,"Mati","Fair","Mati","0.0%"
512,"IA","DBNI","-8.5018460","118.3121490",157.7,"Station Kabupaten Dompu, Sumbawa, Indonesia","Nusa Tenggara Barat",20,"Stageof-Mataram",25,"aktif",2006,"REPLACEMENT 2024",14,"P2",,"installed","Guralp-Minimus+2024-Idirect",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:34.000Z",0,"Mati","Good","Mati","0.0%"
513,"IA","DSRI","-0.4793440","104.5778270",51.6,"Station Dabo, Singkep","Kepulauan Riau",34,"Stageof-Padang-Panjang",20,"aktif",2006,"REPLACEMENT 2024",14,"P2",,"installed","Guralp-Minimus+2024-Idirect",,"inside_BMKG_office","tidak_ada","baik",,,,,"2026-07-06T04:00:35.000Z",99.33,"Baik","Good","Baik","99.3%"
514,"IA","GLMI","1.8381000","127.7879000",130.21,"Station Galela, Maluku, Indonesia","Maluku Utara",13,"Stageof-Ternate",18,"aktif",2008,"REPLACEMENT 2024",14,"P2",,"installed","Guralp-Minimus+2024-Idirect",,"inside_BMKG_office","tidak_ada","baik",,,,,"2026-07-06T04:00:35.000Z",99.92,"Baik","Fair","Baik","99.9%"
515,"IA","KASI","-5.5236000","104.4967000",50,"Station Kota Agung, Sumatra","Lampung",29,"Stageof-Lampung-Utara",24,"aktif",2007,"REPLACEMENT 2024",14,"P2",,"installed","Guralp-Minimus+2024-Idirect",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:36.000Z",99.56,"Baik","Good","Baik","99.6%"
516,"IA","KCSI","3.5220000","97.7715000",204.749,"Station Kotacane, Aceh, Indonesia (BMKG)","Aceh",9,"Stageof-Aceh-Selatan",13,"aktif",2008,"REPLACEMENT 2024",14,"P2",,"installed","Guralp-Minimus+2024-Idirect",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:36.000Z",97.06,"Baik","Good","Baik","97.1%"
517,"IA","LBMI","-0.6379000","127.5008000",113.91,"Station Labuha, Bacan, Indonesia","Maluku Utara",13,"Stageof-Ternate",18,"aktif",2006,"REPLACEMENT 2024",14,"P2",,"installed","Guralp-Minimus+2024-Idirect","surface","inside_BMKG_office","tidak_ada","baik",,,,,"2026-07-06T04:00:36.000Z",87.35,"Cukup Baik","Good","Cukup Baik","87.3%"
518,"IA","LHSI","-3.8267000","103.5233000",183.68,"Station Lahat, Sumatra","Sumatera Selatan",17,"Stageof-Lampung-Utara",24,"nonaktif",2007,"REPLACEMENT 2024",14,"P2",,"installed","Guralp-Minimus+2024-Idirect",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:36.000Z",1,"Buruk","Fair","Buruk","1.0%"
519,"IA","LWLI","-5.0174500","104.0589000",923.3,"Station Liwa, Sumatra","Lampung",29,"Stageof-Lampung-Utara",24,"aktif",2006,"REPLACEMENT 2024",14,"P2",,"installed","Guralp-Minimus+2024-Idirect","surface","outside_BMKG_office","tidak_ada","baik",,,,,"2026-07-06T04:00:36.000Z",89.26,"Cukup Baik","Fair","Cukup Baik","89.3%"
520,"IA","MASI","-3.1415000","102.2396000",384.5,"Station Muara Aman, Bengkulu, Indonesia","Bengkulu",4,"Stageof-Kepahiang",4,"aktif",2008,"REPLACEMENT 2024",14,"P2",,"installed","Guralp-Minimus+2024-Idirect",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:36.000Z",98.67,"Baik","Good","Baik","98.7%"
521,"IA","MKS","-5.2178000","119.4696000",80.32,"Station Gowa, Sulawesi, Indonesia","Sulawesi Selatan",10,"Stageof-Gowa",15,"nonaktif",2013,"REPLACEMENT 2024",14,"P2",,"installed","Guralp-Minimus+2024-Idirect","surface","inside_BMKG_office","tidak_ada","baik",,,,,"2026-07-06T04:00:37.000Z",0,"Mati","Fair","Mati","0.0%"
522,"IA","MLSI","4.2668000","96.4040000",96.94,"Station Meulaboh, Aceh, Indonesia","Aceh",9,"Stageof-Aceh-Selatan",13,"aktif",2008,"REPLACEMENT 2024",14,"P2",,"installed","Guralp-Minimus+2024-Idirect",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:37.000Z",92.96,"Baik","Fair","Baik","93.0%"
