stasiun_id,net,kode_stasiun,lintang,bujur,elevasi,lokasi,provinsi,provinsi_id,upt_penanggung_jawab,upt_id,status,tahun_instalasi,jaringan,jaringan_id,prioritas,keterangan,accelerometer,digitizer_komunikasi,tipe_shelter,lokasi_shelter,penjaga_shelter,kondisi_shelter,assets_shelter,access_shelter,photo_shelter,penggantian_terakhir_alat,updated_at,quality_percentage,result,site_quality,summary_kualitas,persentase_kualitas
219,"IA","LUJI","-7.8260000","113.0107000",665,"Station Type B Lumbang,Pasuruan,Jawa Timur","Jawa Timur",3,"Stageof-Pasuruan",3,"aktif",2019,"INA Type-B",7,"P2",,"installed","Kinemetrics-Q330S+2019-VSAT-M2M",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:17.000Z",94.65,"Baik","Good","Baik","94.7%"
220,"IA","LUWI","-1.0418000","122.7717000",6,"GEOFON Station Luwuk, Sulawesi, Indonesia","Sulawesi Tengah",7,"Stageof-Palu",7,"aktif",2009,"GFZ",11,"P2",,"not_installed","Kinemetrics-Q330-2008-VSAT-M2M","bunker","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:17.000Z",0,"Mati","Good","Mati","0.0%"
221,"IA","MABKI","2.2433000","118.5676000",20,"Maratua, Berau, Kalimantan Timur","Kalimantan Timur",15,"Stageof-Balikpapan",21,"aktif",2023,"ALOPTAMA 2023",9,"P1",,"installed","Guralp-Minimus+2023-Idirect",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:18.000Z",96.57,"Baik","Fair","Baik","96.6%"
222,"IA","MAKBI","-8.4870000","115.5050000",86,"Manggis, Karangasem, Bali","Bali",12,"Stageof-Denpasar",17,"aktif",2023,"IDRIP83",6,"P1",,"installed","Quantera-Q8-2023-Idirect",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:18.000Z",99.33,"Baik","Very Good","Baik","99.3%"
223,"IA","MAKKI","-1.5822980","108.7969820",39.2,"Kep. Karimata, Kayong Utara, Kalimantan Barat","Kalimantan Barat",28,"Stageof-Sleman",29,"aktif",2023,"ALOPTAMA 2023",9,"P1",,"installed","Guralp-Minimus+2023-Idirect",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:18.000Z",97.24,"Baik","-","Baik","97.2%"
224,"IA","MASFI","-8.5370000","122.0320000",13,"Magepanda, Sikka, Nusa Tenggara Timur","Nusa Tenggara Timur",1,"Stageof-Kupang",10,"aktif",2023,"IDRIP83",6,"P1",,"installed","Quantera-Q8-2023-Idirect",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:18.000Z",0,"Mati","Good","Mati","0.0%"
225,"IA","MASM","5.2984700","95.5966700",82,"Type MR, Masjid Raya,Aceh Besar,Aceh","Aceh",9,"Stageof-Aceh-Besar",19,"aktif",2019,"INA Minireg",4,"P1",,"installed","Nanometrics-Centaur-2019-GSM","posthole","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:18.000Z",99.46,"Baik","Fair","Baik","99.5%"
226,"IA","MASSI","4.7330000","125.4790000",105,"Marore, Kepulauan Sangihe, Sulawesi Utara","Sulawesi Utara",30,"Stageof-Manado",32,"aktif",2023,"IDRIP83",6,"P1",,"installed","Quantera-Q8-2023-Idirect",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:18.000Z",1,"Buruk","Fair","Buruk","1.0%"
227,"IA","MBBI","-1.5406000","102.0984000",113,"Station Type B Muara Bungo,Bungo,Jambi","Jambi",19,"Stageof-Kepahiang",4,"aktif",2019,"INA Type-B",7,"P1",,"installed","Kinemetrics-Q330S+2019-GSM",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:18.000Z",0,"Mati","Fair","Mati","0.0%"
228,"IA","MBJI","-7.4489200","109.6324300",352,"Station Majalengka Banjarnegara Jawa Indonesia","Jawa Tengah",18,"Stageof-Banjarnegara",23,"aktif",2018,"REIS",8,"P1",,"installed","Meisei-G1019-2018-VSAT-M2M","surface","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:18.000Z",89,"Cukup Baik","Good","Cukup Baik","89.0%"
229,"IA","MBPI","-2.0350000","133.7322000",57,"Station Type A, Manimeri,Teluk Bintuni,Papua Barat","Papua Barat",6,"Stageof-Sorong",6,"aktif",2019,"INA Type-A",5,"P1",,"installed","Nanometrics-Centaur-2019-Libra","posthole","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:18.000Z",43.99,"Buruk","Good","Buruk","44.0%"
230,"IA","MBRPI","-1.7710000","130.4070000",2,"Misool Barat, Raja Ampat, Papua Barat","Papua Barat",6,"Stageof-Sorong",6,"aktif",2023,"IDRIP83",6,"P1",,"installed","Quantera-Q8-2023-Idirect",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:18.000Z",99.76,"Baik","Good","Baik","99.8%"
231,"IA","MBSM","-3.1451000","101.8374000",37,"Type MR, Marga Sakti Seblat ,Bengkulu Utara,Bengkulu","Bengkulu",4,"Stageof-Kepahiang",4,"aktif",2019,"INA Minireg",4,"P1",,"installed","Nanometrics-Centaur-2019-GSM",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:18.000Z",98.88,"Baik","Good","Baik","98.9%"
232,"IA","MDSI","-4.4861000","104.1783000",111,"Station Muara Dua, Sumatra","Sumatera Selatan",17,"Stageof-Tangerang",22,"aktif",2007,"LIBRA",2,"P1",,"installed","Nanometrics-Centaur6-2018-GSM",,"inside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:18.000Z",87.4,"Cukup Baik","Good","Cukup Baik","87.4%"
233,"IA","MGAI","4.0079000","126.6700000",91,"Station MGAI","Sulawesi Utara",30,"Stageof-Manado",32,"aktif",2012,"LIBRA",2,"P1",,"installed","Nanometrics-Centaur6-2021-GSM","surface","inside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:18.000Z",91.09,"Baik","Fair","Baik","91.1%"
234,"IA","MIBPI","-5.8790000","140.7090000",51,"Mindiptana, Boven Digoel, Papua","Papua Selatan",23,"Stageof-Jayapura",8,"aktif",2023,"IDRIP83",6,"P1",,"installed","Quantera-Q8-2023-Idirect",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:18.000Z",0,"Mati","Fair","Mati","0.0%"
235,"IA","MIPI","-4.5301000","136.8935000",30,"Station Type A, Mimika Baru,Mimika,Papua","Papua",8,"Stageof-Nabire",11,"aktif",2019,"INA Type-A",5,"P1",,"installed","Nanometrics-Centaur-2019-Idirect","posthole","inside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:18.000Z",97.28,"Baik","Good","Baik","97.3%"
236,"IA","MISSI","5.5526120","126.5814700",11,"Miangas, Kepulauan Talaud, Sulawesi Utara","Sulawesi Utara",30,"Stageof-Manado",32,"aktif",2023,"IDRIP83",6,"P1",,"installed","Quantera-Q8-2023-Idirect",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:19.000Z",89.5,"Cukup Baik","Good","Cukup Baik","89.5%"
237,"IA","MKBI","-2.4474000","101.2396000",48.21,"Station Muko-Muko, Bengkulu, Indonesia (BMKG)","Bengkulu",4,"Stageof-Kepahiang",4,"aktif",2009,"LIBRA",2,"P2",,"installed","Guralp-Minimus+2021-VSAT-M2M","surface","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:19.000Z",0,"Mati","Fair","Mati","0.0%"
238,"IA","MKJM","-7.6629000","110.4834000",410,"Type MR, Manisrenggo,Klaten,Jawa Tengah","Jawa Tengah",18,"Stageof-Banjarnegara",23,"aktif",2019,"INA Minireg",4,"P2",,"installed","Nanometrics-Centaur-2019-GSM","posthole","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:19.000Z",96.78,"Baik","Good","Baik","96.8%"
239,"IA","MKSM","-4.5288000","103.3600000",300,"Type MR, Muara Sahung,Kaur,Bengkulu","Bengkulu",4,"Stageof-Kepahiang",4,"aktif",2019,"INA Minireg",4,"P2",,"installed","Nanometrics-Centaur-2019-Idirect",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:19.000Z",97.73,"Baik","Good","Baik","97.7%"
240,"IA","MLJI","-8.1574730","112.4466990",275,"Malang Jawa Indonesia","Jawa Timur",3,"Stageof-Malang",28,"aktif",2017,"LIBRA",2,"P2",,"installed","Nanometrics-Centaur-2023-GSM","surface","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:19.000Z",95.37,"Baik","Good","Baik","95.4%"
241,"IA","MLJM","-7.2483000","112.3379000",55,"Type MR, Mantup,Lamongan,Jawa Timur","Jawa Timur",3,"Stageof-Pasuruan",3,"aktif",2019,"INA Minireg",4,"P2",,"installed","Nanometrics-Centaur-2019-Libra","posthole","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:19.000Z",89.01,"Cukup Baik","Good","Cukup Baik","89.0%"
242,"IA","MLMMI","-8.1480000","127.7920000",8,"Moa Lakor, Maluku Barat Daya, Maluku","Maluku",2,"Stageof-Ambon",2,"aktif",2023,"IDRIP83",6,"P1",,"installed","Quantera-Q8-2023-Idirect",,"inside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:19.000Z",99.86,"Baik","Good","Baik","99.9%"
243,"IA","MMCI","-2.9559700","119.3631000",1167,"Station Type A, Mamasa,Mamasa,Sulawesi Barat","Sulawesi Barat",31,"Stageof-Gowa",15,"aktif",2019,"INA Type-A",5,"P1",,"installed","Nanometrics-Centaur-2019-GSM","posthole","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:19.000Z",98.15,"Baik","Very Good","Baik","98.2%"
244,"IA","MMRI","-8.6357000","122.2376000",137,"GEOFON Station Maumere, Flores, Indonesia","Nusa Tenggara Timur",1,"Stageof-Kupang",10,"aktif",2006,"GFZ",11,"P2",,"not_installed","Kinemetrics-Q330-2006-GSM","bunker","outside_BMKG_office","tidak_ada","baik",,,,,"2026-07-06T04:00:19.000Z",99.26,"Baik","Very Good","Baik","99.3%"
245,"IA","MMSI","-2.6892000","118.9090000",221.3,"Station Mamuju China","Sulawesi Barat",31,"Stageof-Gowa",15,"aktif",2008,"China",3,"P1",,"installed","GuralpMinimus+2022-Idirect","surface","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:19.000Z",47.86,"Buruk","Good","Buruk","47.9%"
246,"IA","MNAI","-4.3605000","102.9557000",154,"GEOFON Station Manna, Sumatra, Indonesia","Bengkulu",4,"Stageof-Kepahiang",4,"aktif",2006,"GFZ",11,"P1",,"not_installed","Kinemetrics-Q330-2006-VSAT-M2M","bunker","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:19.000Z",94.43,"Baik","Good","Baik","94.4%"
247,"IA","MNI","1.4439700","124.8399800",191,"Station Manado, Sulawesi","Sulawesi Utara",30,"Stageof-Manado",32,"aktif",2006,"REIS",8,"P2",,"installed","Meisei-G1019-2018-VSAT-M2M","surface","outside_BMKG_office","tidak_ada","baik",,,,,"2026-07-06T04:00:19.000Z",84.15,"Cukup Baik","Fair","Cukup Baik","84.2%"
248,"IA","MNSI","0.7955000","99.5796000",294.4,"Station Mandailing Natal, Sumatra","Sumatera Utara",25,"Stageof-Gunung-Sitoli",30,"aktif",2007,"LIBRA",2,"P2",,"installed","Guralp-Minimus+2021-VSAT-M2M","surface","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:19.000Z",98.63,"Baik","Good","Baik","98.6%"
249,"IA","MPSI","0.3374000","119.8980000",174,"Station Mapaga, Sulawesi","Sulawesi Tengah",7,"Stageof-Palu",7,"aktif",2007,"LIBRA",2,"P1",,"installed","Nanometrics-Centaur6-2021-Idirect","surface","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:19.000Z",1,"Buruk","Good","Buruk","1.0%"
250,"IA","MPSM","0.5891000","100.1383000",195,"Type MR, Mapat Tunggul,Pasaman,Sumatera Barat","Sumatera Barat",14,"Stageof-Padang-Panjang",20,"aktif",2019,"INA Minireg",4,"P1",,"installed","Nanometrics-Centaur-2019-Idirect","posthole","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:19.000Z",95.22,"Baik","Very Good","Baik","95.2%"
251,"IA","MRSI","0.4771000","121.9406000",99,"Station Marisa, Sulawesi","Gorontalo",26,"Stageof-Gorontalo",31,"aktif",2007,"LIBRA",2,"P1",,"installed","Nanometrics-Centaur-2023-GSM","surface","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:19.000Z",1,"Buruk","Good","Buruk","1.0%"
252,"IA","MSAI","-3.3462110","128.9284360",8.9,"Station Amahai, Masohi, Maluku","Maluku",2,"Stageof-Ambon",2,"aktif",2006,"LIBRA",2,"P2",,"installed","Guralp-Minimus+2021-GSM","surface","outside_BMKG_office","tidak_ada","baik",,,,,"2026-07-06T04:00:20.000Z",81.78,"Cukup Baik","Poor","Cukup Baik","81.8%"
253,"IA","MSCM","-2.5358000","120.2813000",108,"Type MR, Masamba,Luwu Utara,Sulawesi Selatan","Sulawesi Selatan",10,"Stageof-Gowa",15,"aktif",2019,"INA Minireg",4,"P2",,"installed","Nanometrics-Centaur-2019-Libra",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:20.000Z",97.99,"Baik","Fair","Baik","98.0%"
254,"IA","MSHHI","0.6290000","128.4250000",29,"Maba Selatan, Halmahera Timur, Maluku Utara","Maluku Utara",13,"Stageof-Ternate",18,"aktif",2023,"IDRIP83",6,"P1",,"installed","Quantera-Q8-2023-Idirect",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:20.000Z",99.8,"Baik","Good","Baik","99.8%"
255,"IA","MTAI","2.1980200","128.2758500",24,"Station Morotai, North Maluku, Indonesia","Maluku Utara",13,"Stageof-Ternate",18,"aktif",2018,"REIS",8,"P1",,"not_installed","Nanometrics-Centaur-2023-Idirect",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:20.000Z",99.84,"Baik","Good","Baik","99.8%"
256,"IA","MTCM","-2.5738830","121.0544640",21,"Type MR, Malili,Luwu Timur,Sulawesi Selatan","Sulawesi Selatan",10,"Stageof-Kendari",16,"aktif",2019,"INA Minireg",4,"P2",,"installed","Nanometrics-Centaur-2019-Libra",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:20.000Z",95.52,"Baik","Very Good","Baik","95.5%"
257,"IA","MTJPI","-2.6270000","140.8640000",6,"Muara Tami, Jayapura, Papua","Papua",8,"Stageof-Jayapura",8,"aktif",2023,"IDRIP83",6,"P1",,"installed","Quantera-Q8-2023-GSM",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:20.000Z",90.53,"Baik","Fair","Baik","90.5%"
258,"IA","MTKI","-0.9418000","114.8959000",100.11,"Station Muara Teweh, Kalimantan, Indonesia (BMKG)","Kalimantan Tengah",22,"Stageof-Balikpapan",21,"aktif",2008,"LIBRA",2,"P2",,"installed","Guralp-Minimus+2021-GSM","surface","outside_BMKG_office","tidak_ada","baik",,,,,"2026-07-06T04:00:20.000Z",90.18,"Baik","Poor","Baik","90.2%"
259,"IA","MTMPI","-2.3050000","138.0370000",67,"Mamberamo Tengah, Mamberamo Raya, Papua","Papua",8,"Stageof-Jayapura",8,"aktif",2023,"IDRIP83",6,"P1",,"installed","Quantera-Q8-2023-Idirect",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:20.000Z",0,"Mati","Good","Mati","0.0%"
260,"IA","MTMTI","-9.5800000","124.8800000",25,"Malaka Tengah, Malaka, Nusa Tenggara Timur","Nusa Tenggara Timur",1,"Stageof-Kupang",10,"aktif",2023,"IDRIP83",6,"P1",,"installed","Quantera-Q8-2023-Idirect",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:20.000Z",97.89,"Baik","Fair","Baik","97.9%"
261,"IA","MTSI","2.1524000","98.2524000",8,"Station Type A, Manduamas,Tapanuli Tengah,Sumatera Utara","Sumatera Utara",25,"Stageof-Gunung-Sitoli",30,"aktif",2019,"INA Type-A",5,"P2",,"installed","Nanometrics-Centaur-2019-GSM","posthole","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:20.000Z",1,"Buruk","Poor","Buruk","1.0%"
262,"IA","MTSM","-4.4793000","103.5062000",803,"Type MR, Muara Dua,Oku Selatan,Sumatera Selatan","Sumatera Selatan",17,"Stageof-Lampung-Utara",24,"aktif",2019,"INA Minireg",4,"P1",,"installed","Nanometrics-Centaur-2019-Libra",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:20.000Z",93.56,"Baik","Good","Baik","93.6%"
263,"IA","MUMUI","-1.7850000","125.4810000",11,"Mangoli Utara, Kepulauan Sula, Maluku Utara","Maluku Utara",13,"Stageof-Ternate",18,"aktif",2023,"IDRIP83",6,"P1",,"installed","Quantera-Q8-2023-Idirect",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:20.000Z",45,"Buruk","Fair","Buruk","45.0%"
264,"IA","MUTSI","2.3000000","98.9650000",1571,"Muara, Tapanuli Utara, Sumatera Utara","Sumatera Utara",25,"Stageof-Deli-Serdang",27,"aktif",2023,"IDRIP83",6,"P1",,"installed","Quantera-Q8-2023-Idirect",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:20.000Z",38.97,"Buruk","Fair","Buruk","39.0%"
265,"IA","MWPI","-0.9258000","134.0431000",30,"Station Manokwari China","Papua Barat",6,"Stageof-Sorong",6,"aktif",2009,"China",3,"P1",,"not_installed","Guralp-Minimus+2022-GSM",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:20.000Z",99.56,"Baik","Good","Baik","99.6%"
266,"IA","NANFI","-8.7610000","121.3020000",644,"Nangaroro, Nagekeo, Nusa Tenggara Timur","Nusa Tenggara Timur",1,"Stageof-Kupang",10,"aktif",2023,"IDRIP83",6,"P1",,"installed","Quantera-Q8-2023-Idirect",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:20.000Z",91.3,"Baik","Very Good","Baik","91.3%"
267,"IA","NBMI","-3.8509300","126.6995800",71,"Station Type A, Namrole,Buru Selatan,Maluku","Maluku",2,"Stageof-Ambon",2,"aktif",2019,"INA Type-A",5,"P1",,"installed","Nanometrics-Centaur-2019-GSM","posthole","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:20.000Z",98.86,"Baik","Good","Baik","98.9%"
268,"IA","NBPI","-3.3656000","135.4972000",98.81,"Station NBPI (ex-JAY1)","Papua",8,"Stageof-Nabire",11,"nonaktif",2006,"LIBRA",2,"P1",,"installed","Guralp-Minimus+2021-GSM","bunker","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:20.000Z",0,"Mati","Fair","Mati","0.0%"
269,"IA","NGJI","-7.3676000","111.4612000",149,"Station Ngawi, Java","Jawa Timur",3,"Stageof-Nganjuk",12,"aktif",2007,"LIBRA",2,"P2",,"installed","Guralp-Minimus+2021-GSM","surface","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:21.000Z",44.45,"Buruk","Fair","Buruk","44.5%"
270,"IA","NJBM","-8.3098400","114.6171250",199,"Station Type MR, Negara, Bali","Bali",12,"Stageof-Denpasar",17,"aktif",2020,"MR2020",1,"P2",,"installed","Kinemetrics-Q330S+2020-VSAT-M2M",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:21.000Z",94.31,"Baik","Good","Baik","94.3%"
271,"IA","NKBI","-8.7261150","115.5259633",452,"Station Type B Nusa Penida,Klungkung,Bali","Bali",12,"Stageof-Denpasar",17,"aktif",2019,"INA Type-B",7,"P1",,"installed","Kinemetrics-Q330S+2019-GSM",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:21.000Z",99.73,"Baik","Very Good","Baik","99.7%"
272,"IA","NKKI","-1.5605000","110.5671000",69,"Station Type A, Nangan Tayap, Ketapang, Kalimantan","Kalimantan Barat",28,"Stageof-Sleman",29,"aktif",2019,"INA Type-A",5,"P2",,"installed","Nanometrics-Centaur-2019-GSM","posthole","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:21.000Z",99.39,"Baik","Good","Baik","99.4%"
273,"IA","NSBMM","-3.0829080","128.2095440",65,"Station Type MR, Seram Barat, Maluku","Maluku",2,"Stageof-Ambon",2,"aktif",2020,"MR2020",1,"P1",,"installed","Kinemetrics-Q330S+2020-GSM",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:21.000Z",0,"Mati","Fair","Mati","0.0%"
274,"IA","OBMI","-1.3413000","127.6444000",110.89,"Station Pulau, BMG, Indonesia","Maluku Utara",13,"Stageof-Ternate",18,"aktif",2011,"LIBRA",2,"P2",,"installed","Guralp-Minimus+2022-GSM","surface","inside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:21.000Z",0,"Mati","Good","Mati","0.0%"
275,"IA","OBMPI","-6.5550000","139.3000000",21,"Obaa, Mappi, Papua","Papua Selatan",23,"Stageof-Jayapura",8,"aktif",2023,"IDRIP83",6,"P1",,"installed","Quantera-Q8-2023-Idirect",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:21.000Z",94.54,"Baik","Fair","Baik","94.5%"
276,"IA","OMBFM","-8.6911917","119.8248167",102,"Station Type MR, Komodo, Manggarai Barat, NTT","Nusa Tenggara Timur",1,"Stageof-Kupang",10,"aktif",2020,"MR2020",1,"P2",,"installed","Kinemetrics-Q330S+2020-VSAT-M2M",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:21.000Z",59,"Buruk","Good","Buruk","59.0%"
277,"IA","ONSM","2.1599000","98.6301000",1158,"Type MR, Onan Ganjang,Humbang Hasundutan,Sumatera Utara","Sumatera Utara",25,"Stageof-Deli-Serdang",27,"aktif",2019,"INA Minireg",4,"P1",,"installed","Nanometrics-Centaur-2020-Libra","posthole","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:21.000Z",86.13,"Cukup Baik","Fair","Cukup Baik","86.1%"
278,"IA","PAASI","5.6710000","95.1290000",9,"Pulo Aceh, Aceh Besar, Aceh","Aceh",9,"Stageof-Aceh-Besar",19,"aktif",2023,"IDRIP83",6,"P1",,"installed","Quantera-Q8-2023-Idirect",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:21.000Z",81.72,"Cukup Baik","Fair","Cukup Baik","81.7%"
279,"IA","PABI","0.1236000","99.8719000",155,"Station Type A, Pasaman,Pasaman Barat,Sumatera Barat","Sumatera Barat",14,"Stageof-Padang-Panjang",20,"aktif",2019,"INA Type-A",5,"P2",,"installed","Nanometrics-Centaur-2019-GSM","posthole","inside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:21.000Z",90.89,"Baik","Good","Baik","90.9%"
280,"IA","PABKI","-3.1121720","115.3642200",110.1,"Paramasan, Kalimantan Selatan","Kalimantan Selatan",27,"Stageof-Balikpapan",21,"aktif",2023,"ALOPTAMA 2023",9,"P1",,"installed","Guralp-Minimus+2023-Idirect",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:21.000Z",91.37,"Baik","Fair","Baik","91.4%"
281,"IA","PAFM","-8.3832000","124.1280000",77,"Station Type MR, Pantar Tengah, Alor, NTT","Nusa Tenggara Timur",1,"Stageof-Alor",1,"aktif",2020,"MR2020",1,"P2",,"installed","Kinemetrics-Q330S+2020-GSM",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:21.000Z",86.75,"Cukup Baik","Fair","Cukup Baik","86.8%"
282,"IA","PAKI","-1.9092180","116.1914100",17,"Paser, Kalimantan Timur, Indonesia","Kalimantan Timur",15,"Stageof-Balikpapan",21,"aktif",2021,"BB2021",13,"P2",,"installed","Guralp-Minimus+2021-GSM","posthole","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:21.000Z",36.15,"Buruk","Poor","Buruk","36.1%"
283,"IA","PASJI","-6.2120000","105.9835000",248,"Padarincang, Serang, Banten","Banten",21,"Stageof-Tangerang",22,"aktif",2023,"IDRIP83",6,"P1",,"installed","Quantera-Q8-2023-Idirect",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:21.000Z",89.89,"Cukup Baik","Good","Cukup Baik","89.9%"
284,"IA","PASMI","-2.9646000","100.2028000",39,"Pagai Selatan, Kepulauan Mentawai, Sumatera Barat","Sumatera Barat",14,"Stageof-Padang-Panjang",20,"aktif",2023,"IDRIP83",6,"P1",,"installed","Quantera-Q8-2023-Idirect",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:21.000Z",98.92,"Baik","Very Good","Baik","98.9%"
285,"IA","PBCI","0.3830100","124.0396000",33,"Station Type A, Poigar,Bolaang Mongondow,Sulawesi Utara","Sulawesi Utara",30,"Stageof-Manado",32,"aktif",2019,"INA Type-A",5,"P1",,"installed","Nanometrics-Centaur-2019-Idirect","posthole","inside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:21.000Z",1,"Buruk","Fair","Buruk","1.0%"
286,"IA","PBJI","-7.0874000","107.4757000",1090,"Station Type B, Pasir Jambu","Jawa Barat",5,"Stageof-Bandung",5,"aktif",2019,"INA Type-B",7,"P2",,"installed","Kinemetrics-Q330S+2019-GSM","surface","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:21.000Z",99.66,"Baik","Good","Baik","99.7%"
287,"IA","PBKI","-2.7047000","111.6697000",74.44,"Station Pangkalan Bun, Kalimantan","Kalimantan Tengah",22,"Stageof-Balikpapan",21,"aktif",2006,"LIBRA",2,"P1",,"not_installed","Guralp-Minimus+2021-GSM","surface","outside_BMKG_office","tidak_ada","baik",,,,,"2026-07-06T04:00:21.000Z",94.42,"Baik","Fair","Baik","94.4%"
288,"IA","PBLI","-8.8218000","116.2778000",106,"Station Type A, Pujut,Lombok Tengah ,Nusa Tenggara","Nusa Tenggara Barat",20,"Stageof-Mataram",25,"aktif",2019,"INA Type-A",5,"P2",,"installed","Nanometrics-Centaur-2019-GSM","posthole","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:21.000Z",45.88,"Buruk","Good","Buruk","45.9%"
289,"IA","PBMMI","-7.8600000","129.5970000",7,"Pulau-Pulau Babar, Maluku Barat Daya, Maluku","Maluku",2,"Stageof-Ambon",2,"aktif",2023,"IDRIP83",6,"P1",,"installed","Quantera-Q8-2023-Idirect",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:21.000Z",0,"Mati","Good","Mati","0.0%"
290,"IA","PBMSI","0.9952980","124.2822770",88,"Station Type A, Poigar, Bolaang Mongondow, Sulawesi","Sulawesi Utara",30,"Stageof-Manado",32,"aktif",2022,"ALOPTAMA 2022",12,"P1",,"installed","Nanometrics-Centaur-2022-Idirect","posthole","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:21.000Z",73.95,"Cukup Baik","Poor","Cukup Baik","74.0%"
291,"IA","PBNI","-8.7560000","118.5680000",242,"Parado, Bima, Nusa Tenggara Barat, Indonesia","Nusa Tenggara Barat",20,"Stageof-Mataram",25,"aktif",2021,"BB2021",13,"P1",,"installed","Guralp-Minimus+2021-Idirect","posthole","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:21.000Z",1,"Buruk","Good","Buruk","1.0%"
292,"IA","PBSI","-0.0547000","98.2800000",47,"Station Pulau Batu, Sumatra","Sumatera Utara",25,"Stageof-Gunung-Sitoli",30,"aktif",2007,"LIBRA",2,"P1",,"installed","Nanometrics-Centaur-2019-GSM","surface","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:22.000Z",99.83,"Baik","Good","Baik","99.8%"
